job_date,job_name,company_name,company_content,job_content,job_address,job_url,company_url
1/13,WD-數據工程師 / BI工程師,萬達寵物事業股份有限公司,待遇面議員工650人距捷運中山站約490公尺,"各單位需求進行管理報表開發 (供應鏈 / 行銷 / 門市 / 電商)  
3. 協助建立資料倉儲管理
4. ETL for 資料清理,資料撈取和建立,及Data Modeling 
5. 資料可視化 ( Tableau / Python ) 

【",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7trf8?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bi4ix?jobsource=2018indexpoc
1/13,Product Test Engineer 產品測試工程師,百睿達有限公司,待遇面議員工45人距捷運台北車站約320公尺,"Have you ever wanted to work in a start-up; experiencing the fast pace of hyper-growth, build a business & learn all about fundamentals, and have the opportunity to learn about a wide range of functions and roles? Then join us at Botrista!

Botrista is the first high deployment, light asset, robot-as-a-service company serving commercial customers.  We are introducing a fully integrated & turnkey solution to enable food service operators to capture more value through automation. 

Botrista is currently the leading player in the nascent food robotics segment -- both in terms of locations deployed & food-safety certifications (e.g. NSF). We’re an established startup with a great track record of fundraising and strong market traction. Botrista is based in Silicon Valley. Watch a live product video here:
https://www.youtube.com/watch?v=4VGObP-oY2g

【Responsibilities】
- End to End product testing
- Test case/ test plan creation and maintenance
- Issue tracking with engineer and suppliers
- Develop schedules and execute test plan
- Create and organize test results into clear summary and reports
- Assist with reliability testing and other engineering validation experiments

【Minimum qualifications】
- Bachelor's degree in Mechanical Engineering, Robotics / Automation, Computer Engineering, Electrical Engineering, Computer Science or equivalent practical experience
- Self-motivated, team player with ability to work in a fast-paced environment",台北市中正區經歷不拘大學,https://www.104.com.tw/job/7tut8?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkogw?jobsource=2018indexpoc
1/13,4500：軟體工程師,耀睿科技股份有限公司,待遇面議,"1. Research and develop 5G and (O-RAN Software Community,OSC)  DU & CU 
2. Research and develop 5G and (O-RAN Software Community,OSC) RAN Intelligent Controller (RIC) platform 
3. study 3GPP and O-RAN specification
4. Source code study (programming languages: C/C++)
5. Familiar with linux OS
6. Understand the customer’s needs, execute POC(proof of concept)and benchmark, and field deployment if need
",桃園市中壢區經歷不拘碩士,https://www.104.com.tw/job/7smni?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bly4q?jobsource=2018indexpoc
1/13,【資深C++ 研發工程師】Senior C++ Developer,POSITIVE GRID_佳格數位科技有限公司,待遇面議員工100人距捷運松江南京站約290公尺,"Positive Grid is devoted to creating cutting-edge technologies to revolutionize the world’s music production. C++ team is looking for a proactive, good-communicator and hardworking software engineer to advance the technologies of guitar/music production. Our projects involve audio plugin implementation, audio infrastructure build-up and a great variety of product integration to build easy-to-use, innovative and productive guitar effect applications and devices.

【Typical Accountabilities】
- Develop BIAS FX series products on Windows and MacOS
- Develop real-time audio plugin and audio infrastructure for desktop and embedded system
- Cooperate with front-end engineers to integrate user interface
- Cooperate with DSP/ML engineers to integrate DSP/ML library
- Keeping up to date with C++ standards and advancements in application development
",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7swq6?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bipks?jobsource=2018indexpoc
1/17,資深後端工程師 (吉時保)(總公司),新安東京海上產物保險股份有限公司,待遇面議員工1400人距捷運南京復興站約320公尺,"資深後端工程師 (吉時保)

在吉時保，工程師的任務是讓每位來「吉時保」的使用者都能獲得絕佳的使用體驗，因此你必需擁有極大的熱情，因為我們相信一個令人激賞的網站服務，是由每一位工程師針對每一個小細節精雕細琢而來的，所以每一個小細節都是我們非常在乎的事情！

我們希望你有的經驗跟特質
1.要有良好的溝通能力，能和 吉時保 優秀的夥伴密切協同工作，能夠清晰勇敢的表達自己的想法
2.你將享有最大的發揮空間和個人自由，你要能用高標準自我要求，有時限觀念和責任感
3.有解決問題的精神和能力，在 吉時保，凡事我們喜歡聽到有可能，不習慣聽到沒辦法
4.樂於學習新的雲端網路技術，持續讓自己能變得更好、更專業
5.充滿熱情，想要做出世界級的產品

不用想了，趕快來當個吉時保人
欲應徵者，請將自我介紹與履歷寄到 jason.chen@tmnewa.com.tw，主旨開頭請加上 『 應徵 資深後端工程師Backend Engineer (吉時保) – (你的名字)』 ，同時附上：
1.你的個人作品 (GitHub、網站 link 或其他作品介紹資料)
2.分享一個你運用技術解決問題最有挑戰的經驗
我們會通知合適者進行面試， 若不符合資格，將不另行通知，謝謝。",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7sqoe?jobsource=2018indexpoc,https://www.104.com.tw/company/7qey3yw?jobsource=2018indexpoc
1/20,【2023應屆畢業生專屬】ThinkPad Software Engineer / 筆電軟體工程師 (未役可),香港商聯寶電腦有限公司台灣分公司,"月薪43,000~52,000元員工750人距捷運劍南路站約190公尺","1. 電機電子工程相關、資訊工程相關科系
2. 修習過C語言
3. 英文溝通能力佳
4. 能配合短期出差",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7tfuk?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bi3wg?jobsource=2018indexpoc
1/17,"Senior Engineer, Product Applications (Battery and Consumer Power)",台灣亞德諾半導體股份有限公司,"月薪80,000~150,000元外商公司員工200人"," and software design
•	Basic programming skills and experience (experience with Python and C is a plus)
•	Strong written and",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/7u7dp?jobsource=2018indexpoc,https://www.104.com.tw/company/azry4a1?jobsource=2018indexpoc
1/13,能源統計計畫研究人員,財團法人台灣綜合研究院,待遇面議距捷運南京復興站約450公尺,"1.國家能源統計資料處理、檢核、編製與發佈（具備細心與耐心，並熟悉電腦文書軟體Word/Power Point/Excel操作）。

2.關注國內外能源時事、政策方針，並依據能源統計數據進行情勢分析（具備數字解讀、文字摘要、精簡論述的能力）。

3.共同協助資料推廣，讓專業數據進入大眾視野（具備統計圖表製作、簡報製作能力）。

4.其他團隊協作及主管交辦事項（具備團隊精神）。

5.有志成為能源領域專家（願意自我學習與進化）。

",台北市中山區經歷不拘碩士,https://www.104.com.tw/job/7u4j1?jobsource=2018indexpoc,https://www.104.com.tw/company/zckuawg?jobsource=2018indexpoc
1/26,後端工程師,一展數位金融有限公司,"月薪38,000~60,000元員工30人遠端工作","Javascript、HTML5、MySQL
2. 軟體版本管理經驗
3. 熟悉 Laravel Framework
4. 會使用Python爬取數據資料
5. 有團隊溝通能力善於解決問題

上班時間：09:00~18:00  週休二日

公司基本福",桃園市中壢區經歷不拘學歷不拘,https://www.104.com.tw/job/7syal?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blasd?jobsource=2018indexpoc
1/04,運維工程師,初陽科技有限公司,"月薪40,000~100,000元","狀況
6.應用程式上線前相容性測試、部署
7.python腳本運維自動化開發
8.完善系統架構與日常運維等相關文檔
9.完成主管交辦事項
10.nginx配置或網站相關工作方面的經驗優先

每年都會有提升薪資機會；能力越高調整幅度越多

----到",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7t5g7?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bmark?jobsource=2018indexpoc
1/04,軟體測試工程師,初陽科技有限公司,"月薪50,000~100,000元","切配合，提升產品整體的研發效率。
4、對TCP、HTTP等網路通訊協定有瞭解。
5、至少熟悉一門指令碼語言，具有編寫腳本的能力，熟悉Python、jmeter、MySQL等。
6、熟悉軟體測試流程及規範，熟悉禪道測試管理平臺。
7、具有良好的溝通能",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7t5ga?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bmark?jobsource=2018indexpoc
1/16,影音網站後端工程師,聰泰科技開發股份有限公司,待遇面議上市上櫃員工130人距捷運忠孝新生站約370公尺,"- 影音網站後端架構設計與開發
- Web API、Websocket等通訊協定開發
- 資料庫程式開發
- 網頁影音撥放器開發
- 影音串流協定開發
",台北市中正區經歷不拘大學,https://www.104.com.tw/job/7t7dn?jobsource=2018indexpoc,https://www.104.com.tw/company/azb1cds?jobsource=2018indexpoc
1/15,後端工程師（Python）,萬豪實体數位黃金股份有限公司,待遇面議員工22人,"工作內容： 
  1. 與產品經理、專案經理、溝通並設計 API 功能及規格
  2. 與設計團隊及前端團隊溝通所需 API
  3. 資料庫（MySQL）的建置與維護

 必須條件：
  ◎ 1 年以上的 Python 工作經驗 
  ◎ 熟悉",台北市中山區經歷不拘專科,https://www.104.com.tw/job/7t8ci?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bm5xf?jobsource=2018indexpoc
1/18,元大期貨-稽核人員(稽核部),元大期貨股份有限公司,待遇面議上市上櫃員工400人距捷運松江南京站約190公尺,"1.負責查核業務及查核缺失事項改善追蹤
2.負責稽核行政相關業務",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7thy5?jobsource=2018indexpoc,https://www.104.com.tw/company/18n619w0?jobsource=2018indexpoc
1/20,【2023應屆畢業生專屬】ThinkPad Software Engineer / 筆電軟體工程師 (未役可),香港商聯寶電腦有限公司台灣分公司,"月薪43,000~52,000元員工750人距捷運劍南路站約190公尺","1. 電機電子工程相關、資訊工程相關科系
2. 修習過C語言
3. 英文溝通能力佳
4. 能配合短期出差",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7tfuk?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bi3wg?jobsource=2018indexpoc
1/17,(政府標案)業務 Sales Representative(台北),萊泀股份有限公司,"月薪35,000元以上遠端工作","1.開發新客戶並做好客戶關係管理，定期維護客戶資料，完成業務庶務行政工作
2.擔任業務及公關角色，將核心產品與企業理念行銷給客戶，並蒐集市場資訊回饋給公司內部
3.負責政府採購案及標案備案所需文件、資料，滿足專案目標，並參與最終驗收
4.與技術團隊合作，提供軟體解決方案給客戶
5.具備軟體產業知識或經驗尤佳",台北市中正區經歷不拘學歷不拘,https://www.104.com.tw/job/7tdz5?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blg3t?jobsource=2018indexpoc
1/17,(政府標案)業務 Sales Representative(桃園),萊泀股份有限公司,"月薪35,000元以上遠端工作","1.開發新客戶並做好客戶關係管理，定期維護客戶資料，完成業務庶務行政工作
2.擔任業務及公關角色，將核心產品與企業理念行銷給客戶，並蒐集市場資訊回饋給公司內部
3.負責政府採購案及標案備案所需文件、資料，滿足專案目標，並參與最終驗收
4.與技術團隊合作，提供軟體解決方案給客戶
5.具備軟體產業知識或經驗尤佳",桃園市中壢區經歷不拘學歷不拘,https://www.104.com.tw/job/7tdz7?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blg3t?jobsource=2018indexpoc
1/16,資訊統計組職員(預計112年度起聘用),財團法人農業保險基金,"月薪35,000~61,000元員工30人距捷運忠孝新生站約500公尺","式設計與應用系統導入經驗者更佳。
(四)	具python、Restful API、ELK、K8s、container、機器學習(Machine Learning)、影像分析、圖資處理等，數據平台架構及資料科學應用技術能力尤佳。",台北市中正區經歷不拘專科,https://www.104.com.tw/job/7t2lw?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bln0b?jobsource=2018indexpoc
1/17,資深後端工程師 (吉時保)(總公司),新安東京海上產物保險股份有限公司,待遇面議員工1400人距捷運南京復興站約320公尺,"資深後端工程師 (吉時保)

在吉時保，工程師的任務是讓每位來「吉時保」的使用者都能獲得絕佳的使用體驗，因此你必需擁有極大的熱情，因為我們相信一個令人激賞的網站服務，是由每一位工程師針對每一個小細節精雕細琢而來的，所以每一個小細節都是我們非常在乎的事情！

我們希望你有的經驗跟特質
1.要有良好的溝通能力，能和 吉時保 優秀的夥伴密切協同工作，能夠清晰勇敢的表達自己的想法
2.你將享有最大的發揮空間和個人自由，你要能用高標準自我要求，有時限觀念和責任感
3.有解決問題的精神和能力，在 吉時保，凡事我們喜歡聽到有可能，不習慣聽到沒辦法
4.樂於學習新的雲端網路技術，持續讓自己能變得更好、更專業
5.充滿熱情，想要做出世界級的產品

不用想了，趕快來當個吉時保人
欲應徵者，請將自我介紹與履歷寄到 jason.chen@tmnewa.com.tw，主旨開頭請加上 『 應徵 資深後端工程師Backend Engineer (吉時保) – (你的名字)』 ，同時附上：
1.你的個人作品 (GitHub、網站 link 或其他作品介紹資料)
2.分享一個你運用技術解決問題最有挑戰的經驗
我們會通知合適者進行面試， 若不符合資格，將不另行通知，謝謝。",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7sqoe?jobsource=2018indexpoc,https://www.104.com.tw/company/7qey3yw?jobsource=2018indexpoc
1/25,商業分析師 Business Analyst,干城數碼有限公司,待遇面議,"1.	Gathering business requirements across departments
2.	Using SQL and Excel to extract and analyze large datasets
3.	Managing data visualization projects
4.	Conducting Power BI dashboards to support business decisions

",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7shw2?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bk6fu?jobsource=2018indexpoc
1/13,4500：軟體工程師,耀睿科技股份有限公司,待遇面議,"1. Research and develop 5G and (O-RAN Software Community,OSC)  DU & CU 
2. Research and develop 5G and (O-RAN Software Community,OSC) RAN Intelligent Controller (RIC) platform 
3. study 3GPP and O-RAN specification
4. Source code study (programming languages: C/C++)
5. Familiar with linux OS
6. Understand the customer’s needs, execute POC(proof of concept)and benchmark, and field deployment if need
",桃園市中壢區經歷不拘碩士,https://www.104.com.tw/job/7smni?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bly4q?jobsource=2018indexpoc
1/13,WD-資料庫工程師,萬達寵物事業股份有限公司,待遇面議員工650人距捷運中山站約490公尺,"的日常維運
3. 資料可視化 ( Tableau / Python )
4. SQL for 資料撈取和建立
5. BI系統管理及Data Modeling
6. 進行管理報表開發 (供應鏈 / 行銷 / 門市 / 電商 / 財務 / 人資)",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7tpf4?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bi4ix?jobsource=2018indexpoc
1/26,誠徵【Ruby on Rails 網站後端工程師】(有貓可吸),四點設計有限公司,"月薪40,000~60,000元員工10人距捷運忠孝新生站約140公尺"," Rails 框架應用
* 或不排斥 Ruby on Rails，且本身已經有其他程式語言 (PHP/Python/Node.js/Go)開發網站後台的經驗，我們可以帶您入門 Ruby on Rails
* 若您對與 Rails 框架相近，但效能可能有",台北市中正區經歷不拘高中,https://www.104.com.tw/job/4c8ni?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6biwtx?jobsource=2018indexpoc
1/25,《台北中山》資料工程師,敦謙國際智能科技股份有限公司,"月薪42,000~90,000元員工800人遠端工作距捷運行天宮站約40公尺","，建立銷售量、住宿率預測模型，為旅宿決策的制定提供參考。


職務需求條件

需求條件
• 至少熟練掌握 Python / Java / R 其中一種語言，良好的編碼風格及編碼能力。
• 熟悉 HTTP 傳輸協議，掌握網頁抓取原理及技術，能類比瀏覽",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7b120?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bjd14?jobsource=2018indexpoc
1/21,python工程師（後端工程師）,歐易亞科技股份有限公司,待遇面議遠端工作距捷運古亭站約60公尺,"工作內容 :

參與開發新一代的AI 消費大數據解決方案。

1) 與NLP Scientist 合作開發產品

2) 對資料視覺化、自然語言處理等領域有興趣

基本條件 :

1) 具備python 開發經驗

2) 熟悉 pandas,",台北市中正區經歷不拘大學,https://www.104.com.tw/job/7vg9z?jobsource=2018indexpoc,https://www.104.com.tw/company/10uwerkg?jobsource=2018indexpoc
1/16,全端工程師,和你設計有限公司,待遇面議員工8人距捷運大直站約460公尺," or python）
* 熟悉sql database，另外理解nosql database（例如 MongoDB/Dynamo/Elasticsearch）更好
* 對 Linux 作業系統有基礎的理解
* 理解RESTful API 原理並能開發",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7vhaz?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blzih?jobsource=2018indexpoc
1/12,元大期貨-中後台維運PM(自營部槓桿交易商),元大期貨股份有限公司,待遇面議上市上櫃員工400人距捷運松江南京站約190公尺,中後台系統維運管理,台北市中山區經歷不拘大學,https://www.104.com.tw/job/7vdhw?jobsource=2018indexpoc,https://www.104.com.tw/company/18n619w0?jobsource=2018indexpoc
1/12,網頁設計/前後端工程師,覺華工程科技股份有限公司,"月薪35,000~50,000元距捷運環北站約460公尺","工作形式:需進辦公室及外勤測試, 遠端工作可,配合客戶需求可能於週末假日時間工作
內業工作:
1.熟悉 Python 語言
2.具備 HTML5、CSS3、JavaScript、Vue.js、Ajax、JQuery、PHP、MySQL 等相關網頁",桃園市中壢區經歷不拘專科,https://www.104.com.tw/job/7vdje?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl4uw?jobsource=2018indexpoc
1/19,"集團總部 - DTS System Engineer , App System Developer",必勝客Pizza Hut/肯德基KFC_富利餐飲股份有限公司,待遇面議外商公司員工10666人距捷運松江南京站約360公尺,"1. Development
• Build, maintain, and optimize software that fulfils specific needs.
• Plan and prototype new features and applications.
• Design system and software architecture.
• Build, maintain, and test Application Program Interfaces (APIs).
• Review other developers' code.
• Test source code and debug code.
• Build and update software development and architecture related documents.
• Test thoroughly new features and applications in different browsers, devices, and environments to ensure they perform the correct task in all cases.

2. Operation
• Find solutions to security threats, viruses, or errors that might hinder the performance of applications.
• Carry out regular security and performance checks and run performance benchmarking tests.
• Stay on track of the application lifecycle to ensure necessary updates are completed on time.
• Monitor and make sure resource of infrastructure software resides, including capacity security protection, 
and network traffic.
• Perform regular backup and restore testing including software, infrastructure, and data.

3. Communication
• Meet designers, developers, and project staff for alignment and progress updates.
• Gather and analyze requirements from clients and users
• Attend and speak at application development conferences and workshops
• Document code so other developers can understand and contribute to it
• Project co-ordination and functional alignment
• Interview, analyze, and evaluate current and new third-party vendors.

4. Technical advice and knowledge update and upgrade.
• Remain current on technology trends to keep our software as innovative as possible.
• Stay up to date with new trends and advancements in software development
• Learn and test new technologies, frameworks, and languages, and sharing them with team members. ",台北市中山區經歷不拘大學,https://www.104.com.tw/job/7vlwy?jobsource=2018indexpoc,https://www.104.com.tw/company/18mvg57k?jobsource=2018indexpoc
1/22,DevOps 工程師,米約科技有限公司,待遇面議員工25人距捷運行天宮站約330公尺,"1. 伺服器日常監控維護
2. 基礎服務安裝維護配置
3. 應用容器化建置
4. 容器調度管理
5. 自動化工具腳本撰寫
6. 與開發工程師協同溝通完善 CI/CD 流程",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/6zey1?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl97m?jobsource=2018indexpoc
1/26,Python工程師,米約科技有限公司,待遇面議員工25人距捷運松江南京站約430公尺,"1.熟悉數據結構和演算法
2.熟悉 Python 編程語言， 有大型項目架構經驗優先
3.熟悉至少一種關係型數據庫 MySQL， PostgreSQL
4.熟悉至少一樣web框架， tornado/sanic/flask/Django, 並能掌握",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/6zey2?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl97m?jobsource=2018indexpoc
1/26,資深Python工程師,米約科技有限公司,待遇面議員工25人距捷運松江南京站約430公尺,"工作內容
1. 系統開發與維護
2. 監控資料庫效能，適時針對 SQL語法效能優化
3. 產品需求評估，參與專案執行
4. 第三方API整合、API開發
5. 規劃執行數據備援、修補計畫
6. 開發文件落實",台北市中山區經歷不拘學歷不拘,https://www.104.com.tw/job/7469r?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl97m?jobsource=2018indexpoc
1/26,(Jr.)SRE網站可靠性運維工程師,紅石資訊有限公司,"月薪65,000元以上員工75人","等，完成生產環境的持續部署任務。
5、負責遊戲運維工作，諸如日常維護、故障定位恢復等。
6、持續的創新和優化能力，提升業務SLA，健壯高可用架構。
7、編寫適合運維的Shell、Python腳本。

其他條件
 1、一年以上運維經驗。
2、深入理解",台北市中山區經歷不拘專科,https://www.104.com.tw/job/70ru8?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bl8xj?jobsource=2018indexpoc
1/26,助理業務(桃園),伯仲國際股份有限公司,"月薪30,000元以上員工20人","助理業務: 
1.	協助開發潛在客戶，拓展市場
2.	定期拜訪客戶，維繫穩定客戶關係
3.	業務接洽、產品報價、產品展示、訂單處理，並收回應收帳款。
4.	負責業務推展，傳達及說明公司各項業務重大產品訊息及活動
5.	具備基本IT知識與良好溝通協調能力尤佳。
6.	主動積極、具團隊精神、個性樂觀開朗、願意學習
7. 本公司為近年來積極拓展AI相關業務, 具挑戰性與未來性, 歡迎對業務有興趣者加入我們
的行列
8. 專長資格及其他需求：
●主動積極、具團隊精神、能獨立作業、可接受挑戰、抗壓性高。
●個性樂觀開朗、願意學習。
●有創意、強烈企圖心、勇於嚐試、口條清楚、做事條理分明、思考邏輯清晰。",桃園市平鎮區經歷不拘專科,https://www.104.com.tw/job/7cmon?jobsource=2018indexpoc,https://www.104.com.tw/company/wbyzy9k?jobsource=2018indexpoc
1/17,【研究發展處】Product Operation Engineer/產品維運工程師,現觀科技股份有限公司,待遇面議員工120人距捷運中山站約310公尺,"Product Operation Engineers(POEs) main focus is to ensure our products are running with 24/7 availability.

When something goes wrong, POEs are the first to respond and are responsible for troubleshooting of the issue.

Product Monitoring: POEs build plus integrate logging, monitoring and alerting frameworks for our products.

Product Reliability Systems: POEs are the most seasoned users of our deployment and stability infrastructure, and then know how to avoid the issue happened.

Product Integration: POEs co-work with Development team to understand products configurations, and writing scripts/programs to fit each customers cases.

POEs is expected to have great openness and ability to learn, adapt and apply latest technical skills on the job.",台北市中山區1年以上專科,https://www.104.com.tw/job/7jeby?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blnmq?jobsource=2018indexpoc
12/06,C# .net工程師,集雲科技股份有限公司,待遇面議員工15人,"開發.Net core 程式 
熟悉框架 EF Core(Entity Framework Core)
Restful API
MVC架構
ADO.NET, CSS ,JAVASCRIPT, 
諳DOCKER, REDIS, ELK
喜歡研究新技術者
",台北市中山區1年以上高中以下,https://www.104.com.tw/job/7jeo4?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blxw0?jobsource=2018indexpoc
1/19,【新創獨角獸】Developer工程師,臺北市北投健康管理醫院,待遇面議距捷運忠孝新生站約250公尺,"1.	進行使用者需求訪談。
2.	開發規格定義。
3.	於 Salesforce 平台進行系統設計與開發。
4.	進行第三方系統、第三方服務介接。
5.	協助建立系統測試情境，執行系統單元測試、整合測試、壓力測試...等
6.	專案進度管理。

工作地點:
a. 100台北市中正區忠孝東路二段130號
b. 106台北市大安區新生南路一段1號",台北市中正區1年以上大學,https://www.104.com.tw/job/7lbza?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bj3b1?jobsource=2018indexpoc
1/17,後端工程師 (Jr. Golang Backend Engineer),畢竟科技股份有限公司,待遇面議員工30人距捷運南京復興站約480公尺,"在BITGIN，後端是產品的靈魂角色，在打造產品個過程中，注入自己對區塊鏈產業、產品的洞見，不斷的與團隊激盪、嘗試任何可能，創造最有創意且友善的產品，為區塊鏈生態系增添新色彩！


【主要任務】
1. 開發及串接API (GraphQL, Restful API, GRPC)。
2. 協助實作並維護後端各項服務: RDBMS, REDIS, Message Queue(kafka, RabbitMQ...)。
3. 接觸部分 DevOps (k8s)相關技術，處理資安強化相關功能。
4. 與團隊共同設計規劃新功能架構。
5. 使用Golang語言。

【具備條件】
1. 具有後端開發經驗(上市產品)。
2. Linux 操作經驗。
3. 任一整合公開 API 經驗。
4. 資訊相關專業知識、背景。
5. 基本版本控管概念 (Git)。
6. 喜歡新創公司靈活與快速試錯的工作模式。

*此為擴編職缺

在技術方面，我們希望你是一位熱愛學習新技術的人，儘管你現在可能尚未實做過Golang或其他需求技術，但我們相信透過原有語言的精熟及對技術的熱忱，也能快速的Pick up、創造自己的價值！",台北市中山區1年以上大學,https://www.104.com.tw/job/7ktu2?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6blfmy?jobsource=2018indexpoc
1/19,後端工程師,磊山保險經紀人股份有限公司,待遇面議員工1600人,"1. 負責專案服務API介面開發設計與維運
2.負責專案資料庫串接開發工作 
3.負責各式企業應用報表開發與維運
4. 其他主管交辦事項",台北市中山區1年以上大學,https://www.104.com.tw/job/7k200?jobsource=2018indexpoc,https://www.104.com.tw/company/bj4hi0g?jobsource=2018indexpoc
1/12,資訊人員【台北市中山區】,台灣聯通停車場開發股份有限公司,待遇面議員工180人距捷運中山國小站約500公尺,"寫基本網頁程式。 
6.熟悉財政部電子發票整合介接流程。

熟悉Python、Visual Basic、MySQL、HTML、JavaScript者尤佳",台北市中山區1年以上大學,https://www.104.com.tw/job/7jjga?jobsource=2018indexpoc,https://www.104.com.tw/company/13qu8f48?jobsource=2018indexpoc
1/16,SDN網路系統工程師,中華資安國際股份有限公司,"月薪40,000~85,000元","中華電信關係企業，負責規劃建置中華電信MSSP服務(參考本公司官網上網資安項目 https://www.chtsecurity.com/)
 
1.HiNet資安服務SDN導流系統建置、規劃及維運
2.SDN交換器自動化監控程式開發及維護
3.SDN/NFV技術評估與導入
4.供裝維運機制說明文件、設備維護及障礙處理SOP、訊務導流機制教育訓練等相關文件撰寫。
",台北市中正區1年以上大學,https://www.104.com.tw/job/7loxi?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bkbsb?jobsource=2018indexpoc
1/19,維運工程師(資訊本部),東南旅行社股份有限公司,"月薪40,000元以上員工800人距捷運雙連站約230公尺","1.雲端服務架構設計；
2.伺服器系統監控、確保維運正常；
3.伺服器版本升級；
4.防火牆入侵設定；
5.程式部署及問題處理；
6.日誌搜集及分析。",台北市中山區1年以上專科,https://www.104.com.tw/job/7kd1g?jobsource=2018indexpoc,https://www.104.com.tw/company/10eaq414?jobsource=2018indexpoc
1/19,[ Python ] Senior Data Engineer 資料工程師  #分散式系統  #技術大神 #內外部社群發展,炬識科技股份有限公司,待遇面議員工30人距捷運中山站約490公尺,"
- 樂於學習最新的技術，隨時充實自我的專業技能。


▎應徵條件
- 熟悉 Python 程式語言。Athemaster主要用 Python & Java。
- 熟悉至少一種 SQL **與** NoSQL 資料庫的運用。例如 MySQL、",台北市中山區1年以上大學,https://www.104.com.tw/job/7kabt?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6bj92p?jobsource=2018indexpoc
1/23,Python 爬蟲工程師,凸版蓋特資訊股份有限公司,待遇面議員工28人距捷運中正紀念堂站約140公尺,"Requirements：

開發爬取圖片和串流平台的程式，並且依照指定目標將爬取下的資料做好分類。

### Technical Stack

- Redmine, Teams, Slack
- Ubuntu
- Python

###",台北市中正區1年以上專科,https://www.104.com.tw/job/7kaj4?jobsource=2018indexpoc,https://www.104.com.tw/company/1a2x6biptb?jobsource=2018indexpoc
1/18,Data Engineer 資料工程師(遠端工作)-T05P,Tata Consultancy Services Limited Taiwan Branch_印度商塔塔顧問服務有限公司台灣分公司,待遇面議外商公司員工250人遠端工作,"•	Design, develop, and launch extremely efficient and reliable data pipelines to move data and to provide intuitive analytics to our partner teams.
•	Develop within existing designs of various solutions in Microsoft Azure environment to help the business get valuable insights
•	Collaborate with other engineers and Data Scientists to discover the best solutions.
•	Diagnose and solve issues in our existing data pipelines and envision and build their successors.

",台北市中山區1年以上大學,https://www.104.com.tw/job/7napt?jobsource=2018indexpoc,https://www.104.com.tw/company/cikbtiw?jobsource=2018indexpoc
